1.1245,1.5899,-1.3224
0.98745,1.4964,-1.268
1.1332,1.5269,-1.1549
1.0744,1.5356,-1.0897
1.0831,1.4138,-1.1092
1.1375,1.5725,-1.1636
1.2093,1.7117,-0.9396
1.0223,1.8922,-1.1049
1.1375,1.7443,-1.1832
1.2311,1.7574,-1.3006
0.95265,1.9749,-1.2919
1.1745,2.1141,-1.4203
1.0505,2.1076,-1.4312
0.95047,2.0663,-1.4094
1.0092,2.0923,-1.3159
1.081,2.1489,-1.5704
1.1506,1.9706,-1.5377
1.0418,1.9118,-1.5247
0.96787,1.7574,-1.4029
0.90915,1.8248,-1.2724
0.8874,1.7183,-1.2267
0.8439,1.442,-1.2093
0.60683,1.4399,-1.2006
0.65033,1.3463,-1.2093
0.67208,1.3137,-1.0223
0.66555,1.1854,-1.1832
0.522,1.2289,-1.2376
0.43065,0.9309,-1.1223
0.40455,1.0135,-1.0397
-0.13485,0.92002,-0.46763
0.17835,0.88087,-0.91133
0.08265,0.87217,-0.8961
0.0174,0.83955,-0.93525
-0.05655,0.80475,-0.9222
-0.13485,0.50678,-0.9918
-0.31102,0.67425,-0.87435
-0.29145,0.45458,-0.73732
-0.15877,0.43718,-0.84607
-0.25447,0.34365,-0.8178
-0.1305,0.70687,-0.73515
-0.25665,0.51765,-0.47632
1.0005,1.6291,-1.3355
0.8961,1.3463,-1.2398
0.98745,1.4072,-1.131
0.93307,1.5008,-1.1375
1.1223,1.6139,-0.9918
1.1375,1.7139,-1.0092
1.1288,1.703,-1.1636
1.1745,1.7052,-1.0201
1.1158,1.7378,-1.0483
1.0831,1.7748,-1.1462
0.98528,1.964,-1.3572
1.2397,1.8205,-1.4203
1.1767,1.79,-1.5442
1.218,1.8574,-1.355
1.2071,1.8575,-1.3507
1.131,1.9727,-1.5073
1.1071,1.7705,-1.5116
1.0136,1.8053,-1.4703
1.1006,1.74,-1.442
1.1484,1.5094,-1.4203
1.0897,1.5355,-1.3333
1.031,1.5203,-1.2289
0.87217,1.3115,-1.1027
0.8874,1.2245,-1.0897
0.86565,1.2115,-1.2637
0.59595,1.181,-1.2615
0.7656,1.0049,-1.1288
0.65033,0.86782,-1.181
0.45022,0.8265,-0.9483
0.33713,0.64163,-1.0375
0.2697,0.81127,-1.144
0.18923,0.51765,-0.90697
0.24795,0.48068,-0.8961
0.002175,0.63075,-0.8961
-0.067425,0.45893,-0.90045
-0.16747,0.435,-0.88305
-0.18923,0.35235,-0.8613
-0.26318,0.27188,-0.75908
-0.31972,0.24795,-0.79605
-0.050025,0.45675,-0.70905
-0.02175,0.42847,-0.609
0.93525,1.4746,-1.1941
1.0331,1.2811,-0.97875
0.88522,1.3594,-1.0571
1.0527,1.3615,-0.97658
