0.66773,0.3567,0.3567,0.31755,0.3741,0.435,0.435,0.5481,0.435,0.45022,0.48068,0.70035,0.67643,0.63293,0.75038,0.70687,0.52635,0.62205,0.50242,0.56333,0.73515,0.5394,0.55463,0.45023,0.4524,0.42847,0.42847,0.28927,0.38062,0.36758,0.37845,0.27405,0.31102,0.35018,0.063075,0.26753,0.041325,0.015225,0.032625,0.45022,0.50895
0.7134,0.2175,0.41542,0.25665,0.34147,0.41977,0.4263,0.44588,0.43935,0.46545,0.63728,0.5133,0.45893,0.55245,0.55245,0.7308,0.55245,0.76777,0.55028,0.53288,0.55462,0.68512,0.56115,0.40673,0.38498,0.37192,0.17835,0.38497,0.18052,0.1914,0.26535,0.0783,0.0435,0.23707,0.23055,0.05655,0.14138,-0.015225,-0.019575,0.44152,0.43065
0.522,0.20228,0.18705,0.2175,0.28058,0.39585,0.35888,0.48068,0.435,0.45892,0.4524,0.6264,0.65903,0.46545,0.72428,0.57638,0.6873,0.69818,0.52853,0.7569,0.4959,0.4611,0.45675,0.32407,0.34148,0.38932,0.27623,0.0609,0.20445,0.058725,0.010875,0.00435,0.080475,0.032625,0.058725,0.084825,-0.0174,-0.1044,-0.16313,0.31972,0.42412
0.45022,0.4089,0.18488,0.40237,0.35017,0.35017,0.4263,0.44588,0.47197,0.44153,0.45457,0.49373,0.44805,0.48285,0.4872,0.79605,0.77212,0.70035,0.71558,0.49808,0.57855,0.56768,0.39585,0.39803,0.16748,0.3567,0.18922,0.041325,0.032625,0.002175,-0.0087,-0.00435,-0.0696,-0.1131,-0.15008,-0.14355,-0.036975,-0.33277,-0.080475,0.2088,0.22185
0.39802,0.4002,0.21968,0.38715,0.36975,0.36105,0.34147,0.45022,0.45458,0.44805,0.6786,0.7395,0.48285,0.75038,0.76995,0.80258,0.71775,0.62205,0.62857,0.76778,0.57203,0.48067,0.41108,0.31973,0.058725,0.11528,0.0435,-0.0174,-0.08265,-0.0957,-0.17618,-0.2175,-0.19792,-0.18488,-0.17835,-0.23707,-0.3306,-0.31755,-0.41978,0.36105,0.18923
0.3654,0.21315,0.19792,0.21097,0.35235,0.40238,0.41108,0.52418,0.50243,0.62857,0.52853,0.75908,0.7917,0.71775,0.84173,0.82868,0.69382,0.83085,0.6003,0.60465,0.60683,0.48067,0.42195,0.1044,0.08265,0.036975,-0.00435,-0.19575,-0.15878,-0.30885,-0.39802,-0.34582,-0.28493,-0.19575,-0.3741,-0.17835,-0.24795,-0.435,-0.41978,0.174,0.045675
0.41543,0.3741,0.36757,0.28058,0.348,0.39585,0.45457,0.44805,0.44805,0.67208,0.69165,0.5568,0.66338,0.68513,0.81998,0.8178,0.86783,0.7656,0.6525,0.63945,0.53287,0.4437,0.37845,0.17617,0.010875,-0.11527,-0.06525,-0.3828,-0.36975,-0.42848,-0.43283,-0.44587,-0.43718,-0.47632,-0.4437,-0.43935,-0.44588,-0.44805,-0.48937,0.02175,0.11092
0.42413,0.31972,0.1653,0.38497,0.43065,0.43065,0.47198,0.67643,0.80475,0.54592,0.67208,0.7308,0.86565,0.88088,0.90697,1.031,0.89175,1.0157,0.85913,0.71993,0.65032,0.55462,0.348,0.006525,-0.010875,-0.29145,-0.2958,-0.49155,-0.47632,-0.4872,-0.61988,-0.72428,-0.61988,-0.7656,-0.57855,-0.72645,-0.50678,-0.50025,-0.55245,-0.002175,-0.015225
0.4176,0.18053,0.3915,0.41543,0.39367,0.5133,0.50242,0.65902,0.78953,0.83303,0.8787,0.92655,0.98527,1.094,1.0549,1.2245,1.1593,0.98745,0.96352,0.87652,0.83738,0.45893,0.16095,-0.1392,-0.0522,-0.435,-0.73298,-0.83085,-0.82432,-0.87,-0.9744,-0.90262,-0.87653,-0.88087,-0.85695,-0.8526,-0.59595,-0.74168,-0.8265,-0.21532,-0.17183
0.39802,0.15442,0.3219,0.38932,0.51765,0.59813,0.71775,0.57638,0.72862,0.91132,1.044,1.2593,1.2854,1.342,1.3572,1.4681,1.6226,1.3485,1.3072,1.1005,0.87,0.4698,0.2436,-0.13267,-0.42195,-0.73297,-0.9657,-1.0875,-1.2789,-1.268,-1.268,-1.292,-1.1506,-1.218,-0.92437,-0.87435,-0.87652,-0.92437,-0.87,-0.37845,-0.0696
