0.3393,0.1218,0.29798,0.21533,0.30232,0.2784,0.3045,0.15008,0.3045,0.37845,0.08265,0.3132,0.26535,0.080475,0.25883,0.21097,0.3828,0.20228,0.24142,0.23055,0.4176,0.31755,0.3045,0.38933,0.3306,0.3567,0.30233,0.3828,0.39585,-0.1305,0.35453,0.2088,0.023925,-0.0174,-0.028275,-0.2523,-0.15225,-0.10005,-0.06525,0.27405,0.16095
0.2436,0.14572,0.11528,0.13267,0.2871,0.28275,0.26752,0.3567,0.25012,0.2175,0.1392,0.3915,0.30885,0.3567,0.40672,0.2958,0.35017,0.3915,0.4611,0.4959,0.57637,0.55463,0.46762,0.56115,0.46762,0.49372,0.57203,0.54375,0.45022,0.42848,0.33713,0.2001,0.34582,0.036975,0.0957,-0.045675,-0.071775,-0.028275,-0.23925,0.261,0.40237
0.21968,0.31755,0.0348,0.3219,0.063075,0.089175,0.09135,0.32843,0.14137,0.3132,0.35235,0.39585,0.43065,0.435,0.435,0.47415,0.54375,0.62205,0.6786,0.522,0.59378,0.81128,0.83955,0.85478,0.6873,0.69818,0.79605,0.56767,0.74385,0.55898,0.45023,0.41325,0.33712,0.3567,0.21532,0.15877,0.002175,0.0348,-0.0783,0.435,0.36105
0.36758,0.3654,0.041325,0.3045,0.34583,0.26752,0.2262,0.23925,0.23055,0.34582,0.41542,0.45893,0.44152,0.6612,0.45675,0.50677,0.65032,0.75037,0.76777,0.8526,0.91133,1.0462,0.98527,0.88958,0.957,0.89392,0.93308,0.87,0.83738,0.66338,0.56115,0.45893,0.43717,0.38063,0.2175,0.2001,0.1566,0.21097,0.0696,0.45457,0.35017
0.36322,0.33278,0.31538,0.3393,0.2697,0.22403,0.36975,0.41107,0.27188,0.43283,0.43717,0.45022,0.5046,0.77865,0.55897,0.71557,0.85912,1.044,0.92437,1.2485,1.1093,1.2267,1.2985,1.2376,1.218,1.1984,1.1245,1.2571,1.2289,0.94612,0.83737,0.71557,0.75038,0.55462,0.36322,0.2262,0.071775,0.084825,0.04785,0.48285,0.4437
0.34365,0.34365,0.35017,0.13485,0.097875,0.34147,0.2871,0.38062,0.35018,0.49155,0.58725,0.7656,0.79387,0.7743,0.87,0.88088,0.9831,1.3028,1.4246,1.5899,1.4921,1.6965,1.6095,1.7356,1.6726,1.6095,1.6639,1.4159,1.379,1.2137,1.1136,0.9222,0.85042,0.6525,0.48285,0.38715,0.1305,0.084825,0.13702,0.54593,0.44587
0.36975,0.05655,0.33713,0.18922,0.14572,0.36975,0.37192,0.43282,0.4437,0.71557,0.7917,0.71992,0.85042,1.1593,1.1789,1.2702,1.4855,1.4659,1.7965,1.9249,1.9162,2.0249,2.0815,2.1598,2.0837,1.914,2.0662,1.8357,1.7183,1.4964,1.3094,1.1071,0.90045,0.85695,0.51548,0.45022,0.43065,0.39367,0.13485,0.6525,0.4872
0.32625,0.33495,0.30667,0.20445,0.33712,0.36975,0.3741,0.53505,0.48067,0.72645,0.71775,0.99398,1.1158,1.2963,1.3202,1.7009,1.9249,1.9336,2.275,2.312,2.6144,2.7557,2.8471,2.7688,2.6144,2.597,2.56,2.3403,2.125,1.7574,1.4899,1.4246,1.0375,1.0527,0.81345,0.56333,0.44587,0.42848,0.3219,0.54158,0.53288
0.31103,0.37845,0.13485,0.3915,0.2697,0.39802,0.4263,0.53505,0.6612,0.81562,0.91567,1.2376,1.2898,1.5856,1.7987,1.9662,2.2881,2.6078,2.7688,3.095,3.2473,3.4844,3.4974,3.4169,3.3408,3.2864,3.095,2.8493,2.5534,2.3012,1.8574,1.7248,1.4572,1.2158,0.88957,0.8526,0.61988,0.51547,0.43065,0.7917,0.63292
0.38932,0.13267,0.3741,0.39367,0.3741,0.43717,0.45458,0.58072,0.68295,0.8961,1.0353,1.3441,1.7117,1.8574,2.2337,2.6361,3.0189,3.3799,3.6866,4.0194,4.3565,4.7219,4.6306,4.3957,4.3522,4.1673,3.878,3.4887,3.1342,2.7057,2.3599,2.088,1.6226,1.2941,1.0397,0.85695,0.8091,0.49808,0.42847,0.84608,0.71558
0.15007,0.3045,0.39368,0.39803,0.4263,0.52418,0.71123,0.8004,0.88305,0.95482,1.3463,1.7074,2.088,2.5513,2.7079,3.2364,3.8998,4.387,5.0699,5.2874,5.6615,5.9443,6.0661,6.0617,5.6507,5.2635,4.8111,4.4044,3.8062,3.2516,2.8275,2.212,1.8053,1.5181,1.2702,0.92873,0.81345,0.7308,0.4437,0.78517,0.609
0.40455,0.40237,0.25447,0.4263,0.43283,0.62858,0.696,0.85477,0.91132,1.2441,1.6987,2.0162,2.5643,3.0145,3.6235,4.2913,4.8742,5.6768,6.4315,7.0688,7.4777,7.8605,7.8452,7.8191,7.3972,6.8404,6.2357,5.4201,4.7698,4.002,3.1755,2.6231,2.1337,1.6856,1.4311,1.1984,0.87,0.82432,0.53288,0.85478,0.74385
0.15008,0.39803,0.4089,0.43065,0.4959,0.71775,0.6438,0.93307,1.2832,1.6247,2.0097,2.3533,2.9536,3.6409,4.5196,5.5963,6.4337,7.4124,8.2955,9.3308,9.9898,10.449,10.729,10.37,9.9006,9.0002,7.8952,6.6511,5.6768,4.7633,3.8084,3.1059,2.4534,1.79,1.5551,1.1614,0.87653,0.63293,0.55027,0.86565,0.76343
0.18053,0.1827,0.23055,0.42848,0.58943,0.58943,0.76125,1.0505,1.3072,1.6791,2.1793,2.9536,3.6279,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,6.9013,5.4832,4.3696,3.48,2.6666,1.9945,1.7096,1.2463,0.8874,0.81127,0.48938,0.87435,0.84172
0.15007,0.38498,0.36975,0.42847,0.50895,0.62857,0.83302,1.2093,1.3463,1.8009,2.573,3.1951,4.2347,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,7.9801,6.2683,4.7915,3.7758,2.9406,2.2316,1.7357,1.2985,0.97222,0.85912,0.5568,0.88305,0.6873
0.22402,0.261,0.42195,0.4437,0.6003,0.58725,0.8874,1.218,1.4398,2.1271,2.7209,3.6322,5.0242,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,9.2525,6.9883,5.357,4.1912,3.0711,2.2055,1.74,1.3137,0.93742,0.7395,0.58073,0.85042,0.85042
0.38497,0.18923,0.27187,0.40673,0.54158,0.60683,0.90915,1.2093,1.616,2.1532,2.9732,4.2043,5.6441,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,10.44,7.6386,5.6485,4.2652,3.1407,2.299,1.7313,1.2441,0.87217,0.69382,0.63945,0.80475,0.56985
0.39367,0.3306,0.25883,0.44588,0.57637,0.82432,0.87218,1.2919,1.6921,2.1967,3.0385,4.0847,5.9878,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,11.11,7.867,5.6506,4.0629,2.9471,2.1685,1.4725,1.2746,0.85913,0.57855,0.45457,0.71992,0.76778
0.35453,0.15008,0.42413,0.35887,0.48067,0.76343,0.85043,0.99398,1.516,2.1141,2.9732,4.2304,5.7442,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,10.681,7.6169,5.3244,3.8563,2.7949,1.8944,1.3202,1.0614,0.67643,0.53505,0.34365,0.6264,0.48285
0.36975,0.3045,0.16312,0.4089,0.46327,0.53288,0.58725,0.98093,1.3072,1.7857,2.5013,3.517,5.22,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,9.8723,6.6838,4.6958,3.269,2.2751,1.6095,0.9918,0.85913,0.52417,0.3567,0.20445,0.59595,0.4524
0.10222,0.36975,0.37193,0.39585,0.4176,0.48285,0.60683,0.80693,1.1006,1.3746,1.8205,2.7492,4.0085,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,7.6604,5.0177,3.3865,2.4882,1.5334,0.95265,0.84825,0.49155,0.4002,0.261,0.16312,0.56332,0.45675
0.045675,0.30668,0.31973,0.2436,0.32843,0.3654,0.41543,0.50025,0.62422,0.71122,0.94613,1.5877,2.4251,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,4.8176,2.9841,2.0619,1.2158,0.8613,0.45457,0.40455,0.25882,0.03045,0.036975,-0.015225,0.348,0.39585
0.23708,0.07395,0.03045,0.058725,0.18053,0.2001,0.17618,0.28492,0.17182,0.006525,-0.045675,-0.019575,-0.1305,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.78082,0.22838,0.25882,0.10223,0.006525,-0.093525,-0.093525,-0.1392,-0.10005,-0.045675,-0.0609,0.3654,0.19357
0.054375,0.015225,0.015225,0.14138,0.097875,0.015225,-0.0522,-0.071775,-0.3132,-0.72428,-1.1528,-1.7313,-2.7905,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,-3.6301,-2.56,-1.7226,-1.2615,-0.80475,-0.66555,-0.46545,-0.43717,-0.42848,-0.39585,-0.31972,0.21967,0.063075
0.028275,0.0348,0.0174,0.0087,-0.02175,-0.16313,-0.38715,-0.47415,-0.75038,-1.3007,-1.8487,-3.0733,-5.0656,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,-7.6016,-4.9873,-3.2886,-2.2054,-1.5682,-1.292,-0.89175,-0.72428,-0.6438,-0.4611,-0.43065,0.058725,0.0174
0.071775,-0.01305,-0.0435,-0.036975,-0.2001,-0.29797,-0.435,-0.79605,-0.9657,-1.6617,-2.436,-3.9976,-6.4206,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,-9.9898,-6.4902,-4.4022,-3.0428,-2.2381,-1.7291,-1.2898,-1.0636,-0.8874,-0.76995,-0.4785,-0.089175,-0.002175
0,-0.010875,-0.019575,-0.1044,-0.26752,-0.43283,-0.45675,-0.84825,-1.292,-1.9618,-2.8362,-4.3391,-6.3662,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,-10.449,-7.1536,-5.0982,-3.6083,-2.6665,-2.0728,-1.4094,-1.2832,-0.92437,-0.84825,-0.52852,-0.19357,-0.0348
-0.0609,-0.17617,-0.24577,-0.22403,-0.35235,-0.44587,-0.69165,-1.0179,-1.3137,-1.9445,-2.7144,-4.0107,-5.6876,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,-9.9658,-7.1362,-5.1134,-3.8171,-2.7405,-2.2207,-1.74,-1.4616,-1.0984,-0.88087,-0.66337,-0.30885,-0.16312
-0.006525,-0.0261,-0.04785,-0.14572,-0.38498,-0.48067,-0.7308,-0.90045,-1.4725,-1.9466,-2.7644,-3.8411,-4.909,-6.599,-8.6543,-10.447,-12.23,-13.916,-15.362,-16.526,-17.846,-19.423,-20.78,-20.96,-19.94,-17.444,-14.62,-11.369,-8.6891,-6.5946,-5.1004,-3.6953,-2.9645,-2.2707,-1.7509,-1.5682,-1.2332,-1.0005,-0.81127,-0.3393,-0.080475
