0.3393,0.66773,0.32843
0.1218,0.3567,0.26318
0.29798,0.3567,0.19357
0.21533,0.31755,0.36758
0.30232,0.3741,0.522
0.2784,0.435,0.45457
0.3045,0.435,0.59595
0.15008,0.5481,0.6786
0.3045,0.435,0.783
0.37845,0.45022,0.73515
0.08265,0.48068,0.77865
0.3132,0.70035,0.78517
0.26535,0.67643,0.9048
0.080475,0.63293,1.1049
0.25883,0.75038,1.0179
0.21097,0.70687,1.007
0.3828,0.52635,1.0483
0.20228,0.62205,1.057
0.24142,0.50242,1.181
0.23055,0.56333,1.2289
0.4176,0.73515,1.0375
0.31755,0.5394,1.2006
0.3045,0.55463,1.081
0.38933,0.45023,1.2202
0.3306,0.4524,1.2615
0.3567,0.42847,0.98092
0.30233,0.42847,0.9309
0.3828,0.28927,0.91785
0.39585,0.38062,1.0766
-0.1305,0.36758,1.5551
0.35453,0.37845,0.82215
0.2088,0.27405,0.5307
0.023925,0.31102,0.68947
-0.0174,0.35018,0.37627
-0.028275,0.063075,0.24578
-0.2523,0.26753,0.27623
-0.15225,0.041325,0.23055
-0.10005,0.015225,-0.006525
-0.06525,0.032625,-0.019575
0.27405,0.45022,-0.12615
0.16095,0.50895,-0.0696
0.2436,0.7134,0.261
0.14572,0.2175,0.31972
0.11528,0.41542,0.31755
0.13267,0.25665,0.4872
0.2871,0.34147,0.54592
0.28275,0.41977,0.522
0.26752,0.4263,0.5829
0.3567,0.44588,0.81345
0.25012,0.43935,0.74385
0.2175,0.46545,0.93525
0.1392,0.63728,0.9135
0.3915,0.5133,0.8787
0.30885,0.45893,1.0027
0.3567,0.55245,1.2463
0.40672,0.55245,1.2267
0.2958,0.7308,1.2506
0.35017,0.55245,1.255
0.3915,0.76777,1.181
0.4611,0.55028,1.2963
0.4959,0.53288,1.0853
0.57637,0.55462,1.1462
0.55463,0.68512,1.1419
0.46762,0.56115,1.3137
0.56115,0.40673,1.3311
0.46762,0.38498,1.2985
0.49372,0.37192,1.1092
0.57203,0.17835,1.2767
