8.2462,14.036
8.0623,7.125
8,0
8.0623,-7.125
8.2462,-14.036
8.544,-20.556
8.9443,-26.565
9.434,-32.005
10,-36.87
10.63,-41.186
11.314,-45
12.042,-48.366
12.806,-51.34
13.601,-53.973
14.422,-56.31
15.264,-58.393
16.125,-60.255
17,-61.928
17.889,-63.435
18.788,-64.799
19.698,-66.038
20.616,-67.166
21.541,-68.199
21.19,70.71
20.248,69.775
19.313,68.75
18.385,67.62
17.464,66.371
16.553,64.983
15.652,63.435
14.765,61.699
13.892,59.744
13.038,57.529
12.207,55.008
11.402,52.125
10.63,48.814
10.63,-48.814
11.402,-52.125
12.207,-55.008
13.038,-57.529
13.892,-59.744
14.765,-61.699
15.652,-63.435
16.553,-64.983
17.464,-66.371
18.385,-67.62
19.313,-68.75
20.248,-69.775
21.19,-70.71
20.881,73.301
19.925,72.474
18.974,71.565
18.028,70.56
17.088,69.444
16.155,68.199
15.232,66.801
14.318,65.225
13.416,63.435
12.53,61.39
11.662,59.036
10.817,56.31
10,53.13
10,-53.13
10.817,-56.31
11.662,-59.036
12.53,-61.39
13.416,-63.435
14.318,-65.225
15.232,-66.801
16.155,-68.199
17.088,-69.444
18.028,-70.56
18.974,-71.565
19.925,-72.474
20.881,-73.301
20.616,75.964
19.647,75.256
18.682,74.476
17.72,73.61
16.763,72.646
15.811,71.565
14.866,70.346
13.928,68.963
13,67.38
12.083,65.556
11.18,63.435
10.296,60.945
9.434,57.995
9.434,-57.995
10.296,-60.945
11.18,-63.435
12.083,-65.556
13,-67.38
13.928,-68.963
14.866,-70.346
15.811,-71.565
16.763,-72.646
17.72,-73.61
18.682,-74.476
19.647,-75.256
20.616,-75.964
20.396,78.69
19.416,78.111
18.439,77.471
17.464,76.76
16.492,75.964
15.524,75.069
14.56,74.055
13.601,72.897
12.649,71.565
11.705,70.017
10.77,68.199
9.8489,66.038
8.9443,63.435
8.9443,-63.435
9.8489,-66.038
10.77,-68.199
11.705,-70.017
12.649,-71.565
13.601,-72.897
14.56,-74.055
15.524,-75.069
16.492,-75.964
17.464,-76.76
18.439,-77.471
19.416,-78.111
20.396,-78.69
20.224,81.469
19.235,81.027
18.248,80.538
17.263,79.992
16.279,79.38
15.297,78.69
14.318,77.905
13.342,77.005
12.369,75.964
11.402,74.745
10.44,73.301
9.4868,71.565
8.544,69.444
8.544,-69.444
9.4868,-71.565
10.44,-73.301
11.402,-74.745
12.369,-75.964
13.342,-77.005
14.318,-77.905
15.297,-78.69
16.279,-79.38
17.263,-79.992
18.248,-80.538
19.235,-81.027
20.224,-81.469
20.1,84.289
19.105,83.991
18.111,83.66
17.117,83.29
16.125,82.875
15.133,82.405
14.142,81.87
13.153,81.254
12.166,80.538
11.18,79.695
10.198,78.69
9.2195,77.471
8.2462,75.964
8.2462,-75.964
9.2195,-77.471
10.198,-78.69
11.18,-79.695
12.166,-80.538
13.153,-81.254
14.142,-81.87
15.133,-82.405
16.125,-82.875
17.117,-83.29
18.111,-83.66
19.105,-83.991
20.1,-84.289
20.025,87.138
19.026,86.987
18.028,86.82
17.029,86.634
16.031,86.424
15.033,86.186
14.036,85.914
13.038,85.601
12.042,85.236
11.045,84.806
10.05,84.289
9.0554,83.66
8.0623,82.875
8.0623,-82.875
9.0554,-83.66
10.05,-84.289
11.045,-84.806
12.042,-85.236
13.038,-85.601
14.036,-85.914
15.033,-86.186
16.031,-86.424
17.029,-86.634
18.028,-86.82
19.026,-86.987
20.025,-87.138
20,90
19,90
18,90
17,90
16,90
15,90
14,90
13,90
12,90
11,90
10,90
9,90
8,90
8,-90
9,-90
10,-90
11,-90
12,-90
13,-90
14,-90
15,-90
16,-90
17,-90
18,-90
19,-90
20,-90
20.025,92.862
19.026,93.013
18.028,93.18
17.029,93.366
16.031,93.576
15.033,93.814
14.036,94.086
13.038,94.399
12.042,94.764
11.045,95.194
10.05,95.711
9.0554,96.34
8.0623,97.125
8.0623,-97.125
9.0554,-96.34
10.05,-95.711
11.045,-95.194
12.042,-94.764
13.038,-94.399
14.036,-94.086
15.033,-93.814
16.031,-93.576
17.029,-93.366
18.028,-93.18
19.026,-93.013
20.025,-92.862
20.1,95.711
19.105,96.009
18.111,96.34
17.117,96.71
16.125,97.125
15.133,97.595
14.142,98.13
13.153,98.746
12.166,99.462
11.18,100.3
10.198,101.31
9.2195,102.53
8.2462,104.04
8.2462,-104.04
9.2195,-102.53
10.198,-101.31
11.18,-100.3
12.166,-99.462
13.153,-98.746
14.142,-98.13
15.133,-97.595
16.125,-97.125
17.117,-96.71
18.111,-96.34
19.105,-96.009
20.1,-95.711
20.224,98.531
19.235,98.973
18.248,99.462
17.263,100.01
16.279,100.62
15.297,101.31
14.318,102.09
13.342,102.99
12.369,104.04
11.402,105.26
10.44,106.7
9.4868,108.43
8.544,110.56
8.544,-110.56
9.4868,-108.43
10.44,-106.7
11.402,-105.26
12.369,-104.04
13.342,-102.99
14.318,-102.09
15.297,-101.31
16.279,-100.62
17.263,-100.01
18.248,-99.462
19.235,-98.973
20.224,-98.531
20.396,101.31
19.416,101.89
18.439,102.53
17.464,103.24
16.492,104.04
15.524,104.93
14.56,105.95
13.601,107.1
12.649,108.43
11.705,109.98
10.77,111.8
9.8489,113.96
8.9443,116.57
8.9443,-116.57
9.8489,-113.96
10.77,-111.8
11.705,-109.98
12.649,-108.43
13.601,-107.1
14.56,-105.95
15.524,-104.93
16.492,-104.04
17.464,-103.24
18.439,-102.53
19.416,-101.89
20.396,-101.31
20.616,104.04
19.647,104.74
18.682,105.52
17.72,106.39
16.763,107.35
15.811,108.43
14.866,109.65
13.928,111.04
13,112.62
12.083,114.44
11.18,116.57
10.296,119.05
9.434,122.01
9.434,-122.01
10.296,-119.05
11.18,-116.57
12.083,-114.44
13,-112.62
13.928,-111.04
14.866,-109.65
15.811,-108.43
16.763,-107.35
17.72,-106.39
18.682,-105.52
19.647,-104.74
20.616,-104.04
20.881,106.7
19.925,107.53
18.974,108.43
18.028,109.44
17.088,110.56
16.155,111.8
15.232,113.2
14.318,114.78
13.416,116.57
12.53,118.61
11.662,120.96
10.817,123.69
10,126.87
10,-126.87
10.817,-123.69
11.662,-120.96
12.53,-118.61
13.416,-116.57
14.318,-114.78
15.232,-113.2
16.155,-111.8
17.088,-110.56
18.028,-109.44
18.974,-108.43
19.925,-107.53
20.881,-106.7
21.19,109.29
20.248,110.22
19.313,111.25
18.385,112.38
17.464,113.63
16.553,115.02
15.652,116.57
14.765,118.3
13.892,120.26
13.038,122.47
12.207,124.99
11.402,127.87
10.63,131.19
10.63,-131.19
11.402,-127.87
12.207,-124.99
13.038,-122.47
13.892,-120.26
14.765,-118.3
15.652,-116.57
16.553,-115.02
17.464,-113.63
18.385,-112.38
19.313,-111.25
20.248,-110.22
21.19,-109.29
21.541,111.8
20.616,112.83
19.698,113.96
18.788,115.2
17.889,116.57
17,118.07
16.125,119.74
15.264,121.61
14.422,123.69
13.601,126.03
12.806,128.66
12.042,131.63
11.314,135
10.63,138.81
10,143.13
9.434,147.99
8.9443,153.43
8.544,159.44
8.2462,165.96
8.0623,172.87
8,180
8.0623,-172.87
8.2462,-165.96
8.544,-159.44
8.9443,-153.43
9.434,-147.99
10,-143.13
10.63,-138.81
11.314,-135
12.042,-131.63
12.806,-128.66
13.601,-126.03
14.422,-123.69
15.264,-121.61
16.125,-119.74
17,-118.07
17.889,-116.57
18.788,-115.2
19.698,-113.96
20.616,-112.83
21.541,-111.8
21.932,114.23
21.024,115.35
20.125,116.57
19.235,117.9
18.358,119.36
17.493,120.96
16.643,122.74
15.811,124.7
15,126.87
14.213,129.29
13.454,131.99
12.728,135
12.042,138.37
11.402,142.13
10.817,146.31
10.296,150.95
9.8489,156.04
9.4868,161.57
9.2195,167.47
9.0554,173.66
9,180
9.0554,-173.66
9.2195,-167.47
9.4868,-161.57
9.8489,-156.04
10.296,-150.95
10.817,-146.31
11.402,-142.13
12.042,-138.37
12.728,-135
13.454,-131.99
14.213,-129.29
15,-126.87
15.811,-124.7
16.643,-122.74
17.493,-120.96
18.358,-119.36
19.235,-117.9
20.125,-116.57
21.024,-115.35
21.932,-114.23
22.361,116.57
21.471,117.76
20.591,119.05
19.723,120.47
18.868,122.01
18.028,123.69
17.205,125.54
16.401,127.57
15.62,129.81
14.866,132.27
14.142,135
13.454,138.01
12.806,141.34
12.207,145.01
11.662,149.04
11.18,153.43
10.77,158.2
10.44,163.3
10.198,168.69
10.05,174.29
10,180
10.05,-174.29
10.198,-168.69
10.44,-163.3
10.77,-158.2
11.18,-153.43
11.662,-149.04
12.207,-145.01
12.806,-141.34
13.454,-138.01
14.142,-135
14.866,-132.27
15.62,-129.81
16.401,-127.57
17.205,-125.54
18.028,-123.69
18.868,-122.01
19.723,-120.47
20.591,-119.05
21.471,-117.76
22.361,-116.57
22.825,118.81
21.954,120.07
21.095,121.43
20.248,122.91
19.416,124.51
18.601,126.25
17.804,128.16
17.029,130.24
16.279,132.51
15.556,135
14.866,137.73
14.213,140.71
13.601,143.97
13.038,147.53
12.53,151.39
12.083,155.56
11.705,160.02
11.402,164.74
11.18,169.7
11.045,174.81
11,180
11.045,-174.81
11.18,-169.7
11.402,-164.74
11.705,-160.02
12.083,-155.56
12.53,-151.39
13.038,-147.53
13.601,-143.97
14.213,-140.71
14.866,-137.73
15.556,-135
16.279,-132.51
17.029,-130.24
17.804,-128.16
18.601,-126.25
19.416,-124.51
20.248,-122.91
21.095,-121.43
21.954,-120.07
22.825,-118.81
23.324,120.96
22.472,122.28
21.633,123.69
20.809,125.22
20,126.87
19.209,128.66
18.439,130.6
17.692,132.71
16.971,135
16.279,137.49
15.62,140.19
15,143.13
14.422,146.31
13.892,149.74
13.416,153.43
13,157.38
12.649,161.57
12.369,165.96
12.166,170.54
12.042,175.24
12,180
12.042,-175.24
12.166,-170.54
12.369,-165.96
12.649,-161.57
13,-157.38
13.416,-153.43
13.892,-149.74
14.422,-146.31
15,-143.13
15.62,-140.19
16.279,-137.49
16.971,-135
17.692,-132.71
18.439,-130.6
19.209,-128.66
20,-126.87
20.809,-125.22
21.633,-123.69
22.472,-122.28
23.324,-120.96
23.854,123.02
23.022,124.38
22.204,125.84
21.401,127.41
20.616,129.09
19.849,130.91
19.105,132.88
18.385,135
17.692,137.29
17.029,139.76
16.401,142.43
15.811,145.3
15.264,148.39
14.765,151.7
14.318,155.22
13.928,158.96
13.601,162.9
13.342,167.01
13.153,171.25
13.038,175.6
13,180
13.038,-175.6
13.153,-171.25
13.342,-167.01
13.601,-162.9
13.928,-158.96
14.318,-155.22
14.765,-151.7
15.264,-148.39
15.811,-145.3
16.401,-142.43
17.029,-139.76
17.692,-137.29
18.385,-135
19.105,-132.88
19.849,-130.91
20.616,-129.09
21.401,-127.41
22.204,-125.84
23.022,-124.38
23.854,-123.02
24.413,124.99
23.601,126.38
22.804,127.87
22.023,129.47
21.26,131.19
20.518,133.03
19.799,135
19.105,137.12
18.439,139.4
17.804,141.84
17.205,144.46
16.643,147.26
16.125,150.26
15.652,153.43
15.232,156.8
14.866,160.35
14.56,164.05
14.318,167.91
14.142,171.87
14.036,175.91
14,180
14.036,-175.91
14.142,-171.87
14.318,-167.91
14.56,-164.05
14.866,-160.35
15.232,-156.8
15.652,-153.43
16.125,-150.26
16.643,-147.26
17.205,-144.46
17.804,-141.84
18.439,-139.4
19.105,-137.12
19.799,-135
20.518,-133.03
21.26,-131.19
22.023,-129.47
22.804,-127.87
23.601,-126.38
24.413,-124.99
25,126.87
24.207,128.29
23.431,129.81
22.672,131.42
21.932,133.15
21.213,135
20.518,136.97
19.849,139.09
19.209,141.34
18.601,143.75
18.028,146.31
17.493,149.04
17,151.93
16.553,154.98
16.155,158.2
15.811,161.57
15.524,165.07
15.297,168.69
15.133,172.41
15.033,176.19
15,180
15.033,-176.19
15.133,-172.41
15.297,-168.69
15.524,-165.07
15.811,-161.57
16.155,-158.2
16.553,-154.98
17,-151.93
17.493,-149.04
18.028,-146.31
18.601,-143.75
19.209,-141.34
19.849,-139.09
20.518,-136.97
21.213,-135
21.932,-133.15
22.672,-131.42
23.431,-129.81
24.207,-128.29
25,-126.87
25.612,128.66
24.839,130.1
24.083,131.63
23.345,133.26
22.627,135
21.932,136.85
21.26,138.81
20.616,140.91
20,143.13
19.416,145.49
18.868,147.99
18.358,150.64
17.889,153.43
17.464,156.37
17.088,159.44
16.763,162.65
16.492,165.96
16.279,169.38
16.125,172.87
16.031,176.42
16,180
16.031,-176.42
16.125,-172.87
16.279,-169.38
16.492,-165.96
16.763,-162.65
17.088,-159.44
17.464,-156.37
17.889,-153.43
18.358,-150.64
18.868,-147.99
19.416,-145.49
20,-143.13
20.616,-140.91
21.26,-138.81
21.932,-136.85
22.627,-135
23.345,-133.26
24.083,-131.63
24.839,-130.1
25.612,-128.66
26.249,130.36
25.495,131.82
24.759,133.36
24.042,135
23.345,136.74
22.672,138.58
22.023,140.53
21.401,142.59
20.809,144.78
20.248,147.09
19.723,149.53
19.235,152.1
18.788,154.8
18.385,157.62
18.028,160.56
17.72,163.61
17.464,166.76
17.263,169.99
17.117,173.29
17.029,176.63
17,180
17.029,-176.63
17.117,-173.29
17.263,-169.99
17.464,-166.76
17.72,-163.61
18.028,-160.56
18.385,-157.62
18.788,-154.8
19.235,-152.1
19.723,-149.53
20.248,-147.09
20.809,-144.78
21.401,-142.59
22.023,-140.53
22.672,-138.58
23.345,-136.74
24.042,-135
24.759,-133.36
25.495,-131.82
26.249,-130.36
26.907,131.99
26.173,133.45
25.456,135
24.759,136.64
24.083,138.37
23.431,140.19
22.804,142.13
22.204,144.16
21.633,146.31
21.095,148.57
20.591,150.95
20.125,153.43
19.698,156.04
19.313,158.75
18.974,161.57
18.682,164.48
18.439,167.47
18.248,170.54
18.111,173.66
18.028,176.82
18,180
18.028,-176.82
18.111,-173.66
18.248,-170.54
18.439,-167.47
18.682,-164.48
18.974,-161.57
19.313,-158.75
19.698,-156.04
20.125,-153.43
20.591,-150.95
21.095,-148.57
21.633,-146.31
22.204,-144.16
22.804,-142.13
23.431,-140.19
24.083,-138.37
24.759,-136.64
25.456,-135
26.173,-133.45
26.907,-131.99
27.586,133.53
26.87,135
26.173,136.55
25.495,138.18
24.839,139.9
24.207,141.71
23.601,143.62
23.022,145.62
22.472,147.72
21.954,149.93
21.471,152.24
21.024,154.65
20.616,157.17
20.248,159.78
19.925,162.47
19.647,165.26
19.416,168.11
19.235,171.03
19.105,173.99
19.026,176.99
19,180
19.026,-176.99
19.105,-173.99
19.235,-171.03
19.416,-168.11
19.647,-165.26
19.925,-162.47
20.248,-159.78
20.616,-157.17
21.024,-154.65
21.471,-152.24
21.954,-149.93
22.472,-147.72
23.022,-145.62
23.601,-143.62
24.207,-141.71
24.839,-139.9
25.495,-138.18
26.173,-136.55
26.87,-135
27.586,-133.53
28.284,135
27.586,136.47
26.907,138.01
26.249,139.64
25.612,141.34
25,143.13
24.413,145.01
23.854,146.98
23.324,149.04
22.825,151.19
22.361,153.43
21.932,155.77
21.541,158.2
21.19,160.71
20.881,163.3
20.616,165.96
20.396,168.69
20.224,171.47
20.1,174.29
20.025,177.14
20,180
20.025,-177.14
20.1,-174.29
20.224,-171.47
20.396,-168.69
20.616,-165.96
20.881,-163.3
21.19,-160.71
21.541,-158.2
21.932,-155.77
22.361,-153.43
22.825,-151.19
23.324,-149.04
23.854,-146.98
24.413,-145.01
25,-143.13
25.612,-141.34
26.249,-139.64
26.907,-138.01
27.586,-136.47
28.284,-135
